Behavior,Timestamp,Together,Note,Date,Activity_Type
Eating,2025-12-16 09:42:56.906000+00:00,No,No note provided,2025-12-16,Solo
Cuddling,2025-12-16 11:14:44.909000+00:00,Yes,No note provided,2025-12-16,Shared
Resting,2025-12-16 13:39:30.707000+00:00,No,No note provided,2025-12-16,Solo
Cuddling,2025-12-16 16:52:58.698000+00:00,Yes,No note provided,2025-12-16,Shared
Running,2025-12-16 18:44:23.564000+00:00,Yes,No note provided,2025-12-16,Shared
Eating,2025-12-16 20:08:32.849000+00:00,Yes,No note provided,2025-12-16,Shared
Resting,2025-12-16 23:27:41.490000+00:00,No,No note provided,2025-12-16,Solo
Resting,2025-12-17 01:48:43.794000+00:00,No,No note provided,2025-12-17,Solo
Playing,2025-12-17 09:45:55.364000+00:00,Yes,No note provided,2025-12-17,Shared
Resting,2025-12-17 12:11:43.658000+00:00,No,No note provided,2025-12-17,Solo
Exploring,2025-12-17 15:46:31.778000+00:00,Yes,No note provided,2025-12-17,Shared
Cuddling,2025-12-17 18:26:23.129000+00:00,Yes,No note provided,2025-12-17,Shared
Playing,2025-12-17 20:17:22.810000+00:00,Yes,No note provided,2025-12-17,Shared
Playing,2025-12-17 21:23:34.795000+00:00,Yes,No note provided,2025-12-17,Shared
Alert,2025-12-18 07:41:39.326000+00:00,No,No note provided,2025-12-18,Solo
Eating,2025-12-18 09:12:53.759000+00:00,Yes,No note provided,2025-12-18,Shared
Alert,2025-12-18 15:44:21.775000+00:00,Yes,They heard someone coming home with shopping,2025-12-18,Shared
Eating,2025-12-18 18:02:55.635000+00:00,No,Drinking,2025-12-18,Solo
Grooming,2025-12-18 20:00:17.900000+00:00,Yes,No note provided,2025-12-18,Shared
Exploring,2025-12-18 22:57:27.266000+00:00,No,No note provided,2025-12-18,Solo
Alert,2025-12-19 08:08:33.376000+00:00,Yes,No note provided,2025-12-19,Shared
Eating,2025-12-19 09:04:18.763000+00:00,No,No note provided,2025-12-19,Solo
Resting,2025-12-19 12:48:00.710000+00:00,No,No note provided,2025-12-19,Solo
Eating,2025-12-19 14:55:49.928000+00:00,Yes,No note provided,2025-12-19,Shared
